ID,Marital Status,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Purchased Bike,Income Band
12056,Married,Male,120000,2,Graduate Degree,Management,Yes,3,5-10 Miles,North America,64,No,Very High
15555,Married,Female,60000,1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,45,Yes,High
18423,Single,Male,80000,2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,52,No,High
22743,Married,Female,40000,5,High School,Professional,Yes,2,10+ Miles,North America,60,No,Medium
25343,Single,Female,20000,3,Partial High School,Clerical,Yes,2,1-2 Miles,North America,50,No,Low
13390,Married,Female,70000,4,Partial College,Professional,No,1,1-2 Miles,North America,56,No,High
17482,Single,Female,40000,0,Partial High School,Clerical,Yes,2,5-10 Miles,North America,29,No,Medium
13176,Single,Male,130000,0,Graduate Degree,Management,No,2,0-1 Miles,North America,38,Yes,Very High
20504,Married,Female,40000,5,High School,Professional,No,2,2-5 Miles,North America,60,No,Medium
12205,Single,Female,130000,2,Bachelors,Management,No,4,0-1 Miles,North America,67,No,Very High
16751,Married,Male,60000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,32,Yes,High
21613,Single,Male,50000,2,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,39,Yes,Medium
24801,Single,Male,60000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Yes,High
17519,Married,Female,60000,0,Partial College,Professional,Yes,2,5-10 Miles,North America,32,No,High
18347,Single,Female,30000,0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,31,No,Medium
29052,Single,Male,40000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,No,Medium
11745,Married,Female,60000,1,Bachelors,Professional,Yes,1,0-1 Miles,North America,47,Yes,High
19147,Married,Male,40000,0,Bachelors,Professional,No,1,0-1 Miles,North America,42,No,Medium
19217,Married,Male,30000,2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,49,No,Medium
15839,Single,Male,30000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,32,No,Medium
13714,Married,Female,20000,2,High School,Manual,No,2,1-2 Miles,North America,53,Yes,Low
22330,Married,Male,50000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,32,Yes,Medium
18783,Single,Male,80000,0,Bachelors,Management,No,1,0-1 Miles,North America,38,Yes,High
25041,Single,Male,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,31,No,Medium
22046,Single,Female,80000,0,Bachelors,Management,No,1,0-1 Miles,North America,38,Yes,High
28052,Married,Male,60000,2,High School,Professional,Yes,2,10+ Miles,North America,55,No,High
26693,Married,Male,70000,3,Partial College,Professional,Yes,1,5-10 Miles,North America,49,No,High
24955,Single,Male,30000,5,Partial High School,Skilled Manual,Yes,3,10+ Miles,North America,60,Yes,Medium
26065,Single,Female,110000,3,Bachelors,Management,No,4,1-2 Miles,North America,42,No,Very High
13942,Married,Male,60000,1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,46,No,High
11219,Married,Male,60000,2,High School,Professional,Yes,2,10+ Miles,North America,55,No,High
22118,Single,Female,70000,3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,53,Yes,High
23197,Married,Male,50000,3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,40,No,Medium
14883,Married,Female,30000,1,Bachelors,Skilled Manual,Yes,1,5-10 Miles,North America,53,Yes,Medium
27279,Single,Female,70000,2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,38,Yes,High
18322,Single,Male,30000,0,Partial High School,Clerical,No,2,0-1 Miles,North America,26,No,Medium
15879,Married,Male,70000,5,Bachelors,Management,Yes,2,2-5 Miles,North America,61,No,High
28278,Married,Male,50000,2,Graduate Degree,Management,Yes,2,5-10 Miles,North America,71,No,Medium
24416,Married,Male,90000,4,High School,Professional,Yes,2,1-2 Miles,North America,45,No,High
28066,Married,Male,80000,2,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,37,Yes,High
11275,Married,Female,80000,4,Graduate Degree,Management,Yes,2,0-1 Miles,North America,72,Yes,High
14872,Married,Male,30000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,32,No,Medium
16151,Married,Female,60000,1,Bachelors,Professional,Yes,1,2-5 Miles,North America,48,Yes,High
19731,Married,Male,80000,4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,68,No,High
23801,Married,Female,20000,2,Partial High School,Clerical,Yes,2,0-1 Miles,North America,49,No,Low
11807,Married,Male,70000,3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,No,High
11622,Married,Male,50000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,32,No,Medium
26597,Single,Female,60000,4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,42,No,High
27074,Married,Female,70000,1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,35,Yes,High
19228,Married,Female,40000,2,Partial College,Clerical,Yes,1,0-1 Miles,North America,48,No,Medium
13415,Single,Male,100000,1,Graduate Degree,Management,Yes,3,2-5 Miles,North America,73,Yes,Very High
17000,Single,Female,70000,4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,43,Yes,High
14569,Married,Male,60000,1,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,No,High
13873,Married,Male,70000,3,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,Yes,High
20401,Married,Female,50000,4,Bachelors,Management,Yes,2,1-2 Miles,North America,64,Yes,Medium
21583,Married,Female,50000,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,34,Yes,Medium
12029,Married,Male,30000,0,Partial High School,Clerical,No,2,0-1 Miles,North America,28,No,Medium
18066,Single,Male,70000,5,Bachelors,Management,Yes,3,10+ Miles,North America,60,Yes,High
28192,Married,Female,70000,5,Graduate Degree,Professional,Yes,3,10+ Miles,North America,46,No,High
16122,Married,Male,40000,4,High School,Skilled Manual,Yes,2,0-1 Miles,North America,44,Yes,Medium
18607,Single,Female,60000,4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,42,Yes,High
28858,Single,Male,80000,3,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,40,No,High
14432,Single,Male,90000,4,Graduate Degree,Management,Yes,1,5-10 Miles,North America,73,No,High
26305,Single,Female,60000,2,Bachelors,Skilled Manual,No,0,0-1 Miles,North America,36,Yes,High
22050,Single,Male,90000,4,Bachelors,Management,Yes,1,1-2 Miles,North America,38,Yes,High
25394,Married,Male,60000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,Yes,High
19747,Married,Male,50000,4,Bachelors,Management,Yes,2,10+ Miles,North America,63,No,Medium
23195,Single,Male,50000,3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,Yes,Medium
21695,Married,Male,60000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,39,Yes,High
13934,Married,Male,40000,4,High School,Skilled Manual,Yes,2,2-5 Miles,North America,46,No,Medium
13337,Married,Female,80000,5,Bachelors,Management,Yes,2,5-10 Miles,North America,64,No,High
27190,Married,Female,40000,3,Partial College,Clerical,Yes,1,1-2 Miles,North America,32,No,Medium
28657,Single,Male,60000,2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,36,Yes,High
21713,Single,Male,80000,5,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,No,High
21752,Married,Male,60000,3,Graduate Degree,Management,Yes,2,10+ Miles,North America,64,No,High
27273,Single,Male,70000,3,Graduate Degree,Professional,No,0,0-1 Miles,North America,35,Yes,High
22719,Single,Male,110000,3,Bachelors,Management,Yes,4,2-5 Miles,North America,40,Yes,Very High
22042,Married,Female,70000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,34,Yes,High
21451,Married,Female,40000,4,High School,Professional,Yes,2,10+ Miles,North America,61,No,Medium
20754,Married,Male,30000,2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,51,No,Medium
12153,Single,Female,70000,3,Partial College,Professional,Yes,1,5-10 Miles,North America,49,Yes,High
16895,Married,Female,40000,3,Partial College,Professional,No,2,1-2 Miles,North America,54,Yes,Medium
26728,Single,Male,70000,3,Graduate Degree,Management,No,2,1-2 Miles,North America,53,Yes,High
11090,Single,Male,90000,2,Partial College,Professional,Yes,1,2-5 Miles,North America,48,Yes,High
15862,Single,Female,50000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,Yes,Medium
26495,Single,Female,40000,2,High School,Professional,Yes,2,10+ Miles,North America,57,No,Medium
11823,Married,Female,70000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,39,No,High
23449,Married,Male,60000,2,High School,Professional,Yes,2,5-10 Miles,North America,48,No,High
23459,Married,Male,60000,2,High School,Professional,Yes,2,5-10 Miles,North America,50,No,High
19543,Married,Male,70000,5,Graduate Degree,Professional,No,3,10+ Miles,North America,47,No,High
14914,Married,Female,40000,1,Partial College,Clerical,Yes,1,1-2 Miles,North America,49,Yes,Medium
12033,Single,Female,40000,0,High School,Skilled Manual,No,2,0-1 Miles,North America,27,Yes,Medium
11941,Single,Male,60000,0,Partial College,Skilled Manual,Yes,0,5-10 Miles,North America,29,No,High
14389,Married,Male,60000,2,Bachelors,Management,Yes,0,2-5 Miles,North America,59,No,High
18050,Married,Female,60000,1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,45,Yes,High
19856,Married,Female,60000,4,Bachelors,Management,Yes,2,2-5 Miles,North America,60,No,High
11663,Married,Male,70000,4,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,36,Yes,High
27740,Married,Female,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,27,No,Medium
23455,Single,Male,80000,2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,50,No,High
15292,Single,Female,60000,1,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,35,No,High
21587,Married,Female,60000,1,Graduate Degree,Skilled Manual,Yes,0,2-5 Miles,North America,34,Yes,High
23513,Married,Female,40000,3,Partial College,Professional,Yes,2,5-10 Miles,North America,54,No,Medium
24322,Married,Female,60000,4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,42,No,High
26298,Married,Female,50000,1,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,34,Yes,Medium
25419,Single,Male,50000,2,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,38,Yes,Medium
13343,Married,Female,90000,5,Bachelors,Management,Yes,2,1-2 Miles,North America,63,Yes,High
11303,Single,Female,90000,4,High School,Professional,No,3,1-2 Miles,North America,45,Yes,High
21693,Single,Female,60000,0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,40,No,High
28056,Married,Male,70000,2,Partial High School,Skilled Manual,Yes,2,10+ Miles,North America,53,No,High
11788,Single,Female,70000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,No,High
22296,Married,Male,70000,0,Bachelors,Professional,No,1,0-1 Miles,North America,38,No,High
15319,Married,Female,70000,4,Bachelors,Management,No,1,1-2 Miles,North America,59,No,High
17654,Single,Female,40000,3,Partial College,Clerical,Yes,1,1-2 Miles,North America,30,Yes,Medium
14662,Married,Male,60000,1,Bachelors,Professional,Yes,1,0-1 Miles,North America,48,Yes,High
17541,Married,Female,40000,4,High School,Skilled Manual,Yes,2,2-5 Miles,North America,43,No,Medium
13886,Married,Female,70000,4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Yes,High
13073,Married,Female,60000,0,Partial College,Professional,Yes,2,5-10 Miles,North America,30,No,High
21940,Married,Male,90000,5,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,47,Yes,High
20196,Married,Male,60000,1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,45,Yes,High
23491,Single,Male,100000,0,Partial College,Professional,No,4,1-2 Miles,North America,45,No,Very High
16651,Married,Female,120000,2,Bachelors,Management,Yes,3,5-10 Miles,North America,62,No,Very High
16813,Married,Male,60000,2,Partial College,Professional,Yes,2,10+ Miles,North America,55,No,High
16007,Married,Female,90000,5,Bachelors,Management,Yes,2,1-2 Miles,North America,66,Yes,High
27434,Single,Male,70000,4,Partial College,Professional,Yes,1,10+ Miles,North America,56,No,High
27756,Single,Female,50000,3,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,40,No,Medium
23818,Married,Female,50000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,Yes,Medium
19012,Married,Male,80000,3,Bachelors,Management,Yes,1,1-2 Miles,North America,56,No,High
18329,Single,Male,30000,0,Partial High School,Clerical,No,2,5-10 Miles,North America,27,No,Medium
29037,Married,Male,60000,0,Graduate Degree,Professional,No,0,0-1 Miles,North America,39,No,High
26576,Married,Female,60000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,31,No,High
12192,Single,Female,60000,2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,51,No,High
14887,Married,Female,30000,1,High School,Clerical,Yes,1,5-10 Miles,North America,52,No,Medium
11734,Married,Male,60000,1,Partial College,Skilled Manual,No,1,0-1 Miles,North America,47,No,High
17462,Married,Male,70000,3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,53,Yes,High
20659,Married,Male,70000,3,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,Yes,High
28004,Married,Female,60000,3,Bachelors,Management,Yes,2,10+ Miles,North America,66,No,High
19741,Single,Female,80000,4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,65,No,High
17450,Married,Male,80000,5,Partial College,Professional,Yes,3,5-10 Miles,North America,45,No,High
17337,Single,Male,40000,0,High School,Skilled Manual,Yes,1,5-10 Miles,North America,31,No,Medium
18594,Single,Female,80000,3,Bachelors,Skilled Manual,Yes,3,10+ Miles,North America,40,Yes,High
15982,Married,Male,110000,5,Partial College,Professional,Yes,4,2-5 Miles,North America,46,No,Very High
28625,Single,Male,40000,2,Partial College,Clerical,No,1,1-2 Miles,North America,47,Yes,Medium
11269,Married,Male,130000,2,Graduate Degree,Management,Yes,2,0-1 Miles,North America,41,No,Very High
25148,Married,Male,60000,2,High School,Professional,No,2,1-2 Miles,North America,48,Yes,High
13920,Single,Female,50000,4,Bachelors,Skilled Manual,Yes,2,0-1 Miles,North America,42,No,Medium
23704,Single,Male,40000,5,High School,Professional,Yes,4,10+ Miles,North America,60,Yes,Medium
28972,Single,Female,60000,3,Graduate Degree,Management,Yes,2,10+ Miles,North America,66,No,High
22730,Married,Male,70000,5,Bachelors,Management,Yes,2,10+ Miles,North America,63,No,High
29134,Married,Male,60000,4,Bachelors,Skilled Manual,No,3,10+ Miles,North America,42,No,High
14332,Single,Female,30000,0,High School,Skilled Manual,No,2,5-10 Miles,North America,26,No,Medium
19117,Single,Female,60000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Yes,High
22864,Married,Male,90000,2,Partial College,Professional,No,0,5-10 Miles,North America,49,Yes,High
11292,Single,Male,150000,1,Partial College,Professional,No,3,0-1 Miles,North America,44,Yes,Very High
13466,Married,Male,80000,5,Partial College,Professional,Yes,3,1-2 Miles,North America,46,No,High
23731,Married,Male,60000,2,High School,Professional,Yes,2,2-5 Miles,North America,54,Yes,High
28672,Single,Male,70000,4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Yes,High
11809,Married,Male,60000,2,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,38,Yes,High
19664,Single,Male,100000,3,Bachelors,Management,No,3,1-2 Miles,North America,38,No,Very High
12121,Single,Male,60000,3,High School,Professional,Yes,2,10+ Miles,North America,53,Yes,High
